Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hà Nội,Quốc Oai,#N/A,Xã Đại Thành,40,3.8,3,,,3,4,3,Have certificate,Basic,2.6
Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Huỳnh Tấn Phát,72,4,6,,,2,3,3,Have certificate,Full,6.8
Hà Nội,Hoài Đức,Xã Đông La,Phố Đồng Nhân,47,4,4,,,3,2,3,Have certificate,Basic,3.25
Hồ Chí Minh,Gò Vấp,Phường 8,Đường Số 18,74,,,,,3,5,4,,,8.4
Hà Nội,Nam Từ Liêm,Phường Cầu Diễn,199,40,4,3,,,5,6,4,Have certificate,Full,3.9
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Dự án Nhà ở cho CBCS Bộ Công an,245.4,,,,,,,,Have certificate,,9.6
Hồ Chí Minh,Thủ Đức,#N/A,Phường Hiệp Bình Chánh,79.3,4,5,,,4,4,5,Have certificate,Full,6.3
Khánh Hòa,Nha Trang,#N/A,Dự án Khu căn hộ và dịch vụ Phước Long,96.9,5,,Đông - Nam,,,3,3,,,6
Hà Nội,Long Biên,Phường Long Biên,Đường Tư Đình,45,,,,,,4,,Have certificate,,6.65
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường ĐT 743C,68.5,5,13,,,3,3,4,Have certificate,Basic,4.5
Bắc Ninh,Tiên Du,Xã Hoàn Sơn,Đường Hoàn Sơn,126,5,,,,4,4,4,Have certificate,,3.3
Hồ Chí Minh,Bình Thạnh,Phường 13,Đường Đặng Thùy Trâm,48,,6,,,2,2,2,Have certificate,Full,4.9
Bình Dương,Thuận An,#N/A,Phường Bình Chuẩn,52.5,5,5,,,1,2,1,Have certificate,,1.75
Hà Nội,Long Biên,#N/A,Phường Bồ Đề,52,,,,,5,2,3,Have certificate,,7.3
Bình Dương,Thuận An,Phường An Phú,Dự án VSIP 1,100,5,20,,,2,2,2,Have certificate,Basic,6.7
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Võ Thị Sáu,101.6,4.7,20,,,3,4,4,Have certificate,,9.5
Hồ Chí Minh.,Quận 7,Phường Tân Kiểng,Đường Lê Văn Lương,64.8,,,Bắc,,,3,,Have certificate,,6.5
Bình Dương,Thuận An,Phường Bình Chuẩn,Đường ĐT 743B,63,5,12,,,1,2,2,Have certificate,,2.3
Hồ Chí Minh,Quận 6,Phường 10,Đường Hậu Giang,47,,4,Đông - Bắc,,4,5,3,Have certificate,Full,6.1
Bình Dương,Thuận An,#N/A,Phường An Phú,85,5,12,,,3,3,4,Have certificate,Basic,3.9
Hồ Chí Minh,Gò Vấp,Phường 8,1050/,72,4.5,5,,,4,5,6,Have certificate,Full,7.75
Hà Nội,Đống Đa,Phường Kim Liên,Đường Đặng Văn Ngữ,42,5,,,,5,3,2,,,6
Đà Nẵng,Hòa Vang,#N/A,Xã Hòa Phước,226,2,5,,,2,5,2,Have certificate,Basic,3.99
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Yên Lộ,31.8,,,Đông - Nam,Đông - Nam,4,3,3,Have certificate,Full,3.8
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Nguyễn Hữu Cảnh,90,5,25,,,1,2,1,Have certificate,Basic,5.7
Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Ngọc Lâm,80,,,,,3,,,Have certificate,Full,9.2
Hà Nội,Long Biên,Phường Ngọc Lâm,Đường Nguyễn Sơn,78,,,,,5,,,Have certificate,Full,9.5
Bình Dương,Dĩ An,Phường Đông Hòa,Phố Hai Bà Trưng,60,5,5,,,2,2,2,Have certificate,Basic,3.39
Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,102,,,,,5,,,Have certificate,Full,9.85
Hồ Chí Minh,Gò Vấp,Phường 5,Đường Số 14,60,,,,,2,,,,,8.8
Bắc Giang.,Việt Yên,Thị trấn Nếnh,Dự án Evergreen Bắc Giang,60,7.2,,,,,,,Have certificate,,2.8
Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Tân Thới Nhất 8,44,4,3,Tây - Bắc,Tây - Bắc,1,1,1,Have certificate,Full,3.4
Bình Dương,Thuận An,Phường An Phú,Dự án VSIP 1,100,,,Bắc,,,,,Have certificate,Full,7.15
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Nguyễn Công Hoan,80,4,6,,,1,3,2,Have certificate,Basic,3.19
Hà Nội,Đống Đa,Phường Láng Hạ,Phố Thái Hà,38,4.8,,,,5,,,,,6.3
Hà Nội,Hoài Đức,Xã Di Trạch,Đường 422B,41,,2.2,,,4,5,,Have certificate,,4.45
Bình Dương,Dĩ An,Phường Dĩ An,Đường Nguyễn Đức Thiệu,62,5,3,,,1,2,2,Have certificate,Basic,2.3
Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 35,50,4,6,,,1,2,2,,,3.45
Hải Phòng,Kiến An,Phường Đồng Hòa,Dự án Golden Point Đồng Hòa,67.5,,,,,4,,,Have certificate,,4.6
Bắc Ninh,Từ Sơn,Phường Phù Chẩn,Dự án Centa Riverside,135,9,12,,,,,,,,7.6
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Đường Vĩnh Hưng,32,,,,,5,3,,,,5.4
Đắk Lắk,Buôn Ma Thuột,Phường Thành Công,Đường Điện Biên Phủ,84,4.2,20,Tây,,2,4,3,Have certificate,Full,4.9
Hà Nội,Long Biên,Phường Đức Giang,Đường Đức Giang,35,,,,,4,4,3,Have certificate,Basic,4.8
Hà Nội,Ba Đình,Phường Giảng Võ,Đường Núi Trúc,30,3,5,Tây - Bắc,Tây - Bắc,5,3,4,Have certificate,,7.98
Hà Nội,Long Biên,Phường Sài Đồng,Phố Sài Đồng,35,,5,,,4,3,4,Have certificate,,5.35
Khánh Hòa,Nha Trang,Phường Phước Long,Dự án Phước Long,47,6,10,,,4,4,4,Have certificate,Full,4.8
Đồng Nai,Biên Hòa,Phường Hóa An,Đường Huỳnh Mẫn Đạt,61,5.6,10,,,2,3,2,Have certificate,Basic,2.6
Quảng Nam,Tam Kỳ,Phường Tân Thạnh,Đường Lê Quý Đôn,187.5,,,,,2,4,4,,,5.2
Hồ Chí Minh,Quận 6,Phường 5,Đường Bửu Đình,24,,,,,,,,Have certificate,Basic,1.9
Đà Nẵng,Ngũ Hành Sơn,Phường Khuê Mỹ,Dự án Nam Cầu Tuyên Sơn-Nam Việt Á,95,5,7.5,Đông - Bắc,Đông - Bắc,2,2,2,Have certificate,Full,5.7
Hải Phòng,Thủy Nguyên,Xã Thủy Đường,Dự án Sapphire Gem Hải Phòng,110,,15,Nam,,3,4,5,Have certificate,,5.62
Hồ Chí Minh,Quận 6,Phường 14,Đường Tân Hóa,40,,,,,4,4,2,Have certificate,Full,4.6
Hà Nội,Bắc Từ Liêm,Phường Phú Diễn,Đường Hồ Tùng Mậu,62,,,,,5,,,,,9.5
Hải Phòng,Thủy Nguyên,Xã Thủy Đường,Dự án Sapphire Gem Hải Phòng,110,5,,Bắc,,3,4,5,Have certificate,Basic,5.46
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Phạm Văn Bạch,101,5,16,,,1,1,1,Have certificate,,9.8
Đà Nẵng,Ngũ Hành Sơn,Phường Hòa Quý,Dự án Han River Village (Nam Hòa Xuân),100,5,7.5,Tây - Nam,,3,3,4,Have certificate,,6.7
Hồ Chí Minh,Phú Nhuận,Phường 9,Đường Huỳnh Văn Bánh,62,,3.5,,,5,5,5,Have certificate,Full,8.9
Khánh Hòa,Nha Trang,Phường Phước Tân,Phố Trần Nguyên Hãn,78,4.2,13,Nam,,2,2,2,Have certificate,Full,6
Hà Nội,Bắc Từ Liêm,Phường Phúc Diễn,Đường Phúc Diễn,41.2,4.6,,,,4,3,3,Have certificate,,8.2
Hồ Chí Minh,Quận 6,#N/A,Phường 10,47,,,Đông - Bắc,,4,5,3,Have certificate,Basic,6.1
Hà Nội,Bắc Từ Liêm,Phường Phú Diễn,Đường Hồ Tùng Mậu,51,,,,,,,,Have certificate,,8.4
Hồ Chí Minh,Quận 3,Phường 12,Đường Lê Văn Sỹ,32,4,3,,,2,2,3,Have certificate,Full,5.2
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Ấp Tiền Lân,62,4,10,,,2,2,2,Have certificate,,4.6
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Hoàng Văn Thái,43,4.3,3,,,3,3,2,Have certificate,,5.5
Đà Nẵng,Liên Chiểu,#N/A,Phường Hòa Hiệp Nam,69,6.6,3,Tây - Nam,Tây - Nam,,2,1,Have certificate,Basic,1.55
Hà Nội,Long Biên,Phường Việt Hưng,Đường Kim Quan,40,4,3,,,5,5,6,Have certificate,,5.68
Hồ Chí Minh,Quận 1,Phường Đa Kao,Hẻm 101E,60,4,3,Nam,Nam,1,4,2,Have certificate,,7.5
Đà Nẵng,Cẩm Lệ,Phường Khuê Trung,Phố Lương Định Của,100,,10.5,,,3,5,4,,,6.5
Thanh Hóa,Thanh Hóa,Phường Đông Hải,Dự án Central Riverside Thanh Hóa,106.05,6,67,Tây - Nam,Tây - Nam,5,8,5,Sale contract,,9.27
Hồ Chí Minh,Hóc Môn,Xã Bà Điểm,Đường Bà Điểm 5,100,5,10,,,3,3,3,Have certificate,,7
Hồ Chí Minh,Quận 4,Phường 4,Đường Tôn Thất Thuyết,42,,,,,3,4,3,Have certificate,Full,4
Hà Nội,Ba Đình,#N/A,Phường Kim Mã,28,4.6,,,,4,,,Have certificate,,4.49
Đà Nẵng,Cẩm Lệ,Phường Khuê Trung,Đường Dương Quảng Hàm,90,,,,,,3,2,,,5.5
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Khương Đình,33,,,,,4,4,4,Have certificate,,6.15
Đồng Nai,Biên Hòa,Phường Long Bình,Đường 1,60,6,6,Đông - Nam,Đông - Nam,1,3,2,Sale contract,Basic,1.55
Đồng Nai,Biên Hòa,Phường Tam Hiệp,Đường Phạm Văn Thuận,57.4,,,,,,3,,,,3.99
Hồ Chí Minh,Tân Phú,Phường Sơn Kỳ,Đường Đỗ Nhuận,29,,,,,2,2,2,Have certificate,,3.4
Hà Nội,Ba Đình,Phường Đội Cấn,Đường Đội Cấn,42,7,,,,4,4,,Have certificate,Full,8.88
Hồ Chí Minh,Quận 6,Phường 13,Đường Cư Xá Phú Lâm B,68,,,,,,,,,,6.8
Hà Nội,Tây Hồ,Phường Tứ Liên,Đường Âu Cơ,55,5,2,Đông - Bắc,,4,4,4,Have certificate,Basic,7.2
Đà Nẵng,Hải Châu,Phường Hòa Cường Nam,Đường Tiên Sơn 17,70,4.5,5.5,,,3,3,3,Have certificate,Full,5.7
Hà Nội,Hai Bà Trưng,Phường Đồng Tâm,Phố Phố Vọng,60,6,,,,4,,,Have certificate,Full,5.6
Khánh Hòa,Nha Trang,Phường Ngọc Hiệp,Phố Lương Định Của,45,6,7,Nam,,4,3,3,Have certificate,Basic,3.85
Đà Nẵng,Ngũ Hành Sơn,Phường Khuê Mỹ,Đường Nước Mặn 3,125,5,7.5,,,3,3,4,,,7.2
Đắk Lắk,Buôn Ma Thuột,Phường Tân Tiến,Đường Hoàng Hoa Thám,105,5,16,Đông,,1,2,1,Have certificate,Full,4.5
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Cầu Giấy,44,4.5,3,,,5,4,4,Have certificate,Full,5.68
Quảng Nam,Tam Kỳ,Phường Trường Xuân,Đường Trần Cao Vân,130,5,,,,2,2,1,,,4.6
Đà Nẵng,Sơn Trà,Phường An Hải Bắc,Đường Trần Thanh Mại,75,5,5.5,,,4,4,4,Have certificate,Full,7.6
Hưng Yên,Văn Lâm,Thị trấn Như Quỳnh,Dự án Như Quỳnh Center,74.5,,,,,5,,,Have certificate,Full,10
Hà Nội,Hà Đông,Phường Nguyễn Trãi,Đường Tô Hiệu,46,,,,,3,4,,Have certificate,,8.7
Cần Thơ,Ninh Kiều,Phường An Khánh,Hẻm 11,44.42,6.7,4,Nam,Nam,3,3,3,Have certificate,Full,3.45
Hà Nội,Hai Bà Trưng,Phường Trương Định,Đường Giải Phóng,42,3.5,3,,,3,3,3,Sale contract,Full,3.2
Hà Nội,Ba Đình,Phường Ngọc Hà,Ngách 38 ngõ 279,60,4.5,,,,2,2,2,,,6.5
Hà Nội,Gia Lâm,Xã Dương Quang,Đường Quốc Lộ 17,95,,,,,3,6,,Have certificate,Full,4.2
Đắk Lắk,Buôn Ma Thuột,Phường Tân Thành,Phố Phan Phù Tiên,160,4,12,Tây,,2,3,3,Have certificate,Full,3.35
Hồ Chí Minh,Tân Phú,Phường Tân Sơn Nhì,Hẻm 196,84,4,,,,3,4,4,Have certificate,Full,8
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Gò Dầu,60,,,,,4,5,5,Have certificate,Basic,6.35
Đà Nẵng,Hải Châu,Phường Hải Châu I,Đường Hoàng Diệu,65,5.6,3,,,3,4,4,Have certificate,,4.39
Hồ Chí Minh,Quận 8,Phường 11,Đường Tùng Thiện Vương,67,4.5,,,,,1,,Have certificate,,4.35
Hồ Chí Minh,Gò Vấp,Phường 15,Đường Thống Nhất,35.5,,,Đông - Bắc,,2,3,2,,,3.49
Hồ Chí Minh,Quận 9,Phường Phước Long B,Đường Số 475,132,6.65,7,,,1,5,5,Have certificate,,6.2
Kiên Giang,Rạch Giá,Phường An Hòa,Dự án Phú Cường,336,14,21,Tây - Bắc,Đông - Bắc,3,7,8,Have certificate,,9.2
Đà Nẵng,Ngũ Hành Sơn,Phường Mỹ An,Đường Ngũ Hành Sơn,160,6.5,5.5,,,3,5,5,Have certificate,Full,9.5
Hồ Chí Minh,Tân Bình,Phường 10,Đường Âu Cơ,23,3,,,,2,1,2,Have certificate,Full,3.4
Hà Nội,Đống Đa,#N/A,Phường Khâm Thiên,35,3.5,,,,,,,Have certificate,,4.2
Hà Nội,Hoàng Mai,#N/A,Phường Lĩnh Nam,37,,,,,,2,1,Have certificate,,3.25
Hải Phòng,Hồng Bàng,Phường Sở Dầu,Đường Sở Dầu,50,4,11,Đông - Bắc,,4,4,3,Have certificate,Full,4.7
Hải Phòng,Hồng Bàng,Phường Hùng Vương,Dự án Him Lam Hùng Vương,50,4.2,6,Nam,,4,4,3,Have certificate,Basic,3.2
Hồ Chí Minh,Tân Bình,Phường 10,Đường Ni Sư Huỳnh Liên,50,,,,,3,3,3,Have certificate,,4.78
Đà Nẵng,Hải Châu,#N/A,Phường Nam Dương,42,,3.5,,,3,2,2,Have certificate,Full,3.9
Kiên Giang,Rạch Giá,Phường An Hòa,Đường Nguyễn Hiền Điều,210,10,16,Đông - Nam,Đông - Bắc,4,6,7,Have certificate,Full,9.8
Hà Nội,Ba Đình,Phường Kim Mã,Đường Giang Văn Minh,40,5.2,,,,5,,,Have certificate,,9.2
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Chánh Hiệp 21,174,5.5,6,,,3,7,7,Have certificate,Full,6.2
Hồ Chí Minh,Bình Thạnh,Phường 12,Đường Chu Văn An,76,6.2,5,,,4,5,6,Have certificate,,8.6
Hà Nội,Hai Bà Trưng,Phường Minh Khai,Đường Minh Khai,15,3,2,,,4,3,3,Sale contract,,1.5
Đà Nẵng,Cẩm Lệ,Phường Hòa Xuân,Đường Hồ Trung Lượng,112.5,,7.5,,,,,,,,7.5
Kiên Giang,Rạch Giá,Phường An Hòa,Dự án Phú Cường,120,10,21,Tây - Bắc,Tây - Bắc,5,5,6,Have certificate,Basic,6.57
Long An,Cần Giuộc,Xã Long Hậu,Dự án Saigon Village,128,8.5,17,Tây - Nam,,,,,Have certificate,,4.5
Kiên Giang,Rạch Giá,Phường An Hòa,Dự án Phú Cường,168,7,22,Đông - Nam,,4,6,6,,Basic,5
Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Phan Văn Hớn,56,4,3,Đông,Tây,2,2,2,Have certificate,Full,4.2
Đồng Nai,Biên Hòa,#N/A,Phường Long Bình Tân,250,,,,,,,,,,4.9
Cần Thơ,Cái Răng,Phường Hưng Phú,Dự án Hưng Phú,63,,,Tây - Nam,Tây - Nam,4,6,6,Have certificate,,5.2
Kiên Giang,Rạch Giá,Phường An Hòa,Dự án Phú Cường,138,5,16,Tây - Nam,Tây - Nam,2,3,3,Have certificate,,3.7
Kiên Giang,Rạch Giá,#N/A,Dự án Phú Cường,105,5,30,Tây - Nam,Tây - Nam,3,6,6,Have certificate,,4.4
Đà Nẵng,Hải Châu,Phường Hòa Cường Nam,Đường Lê Văn Đức,81,4.5,7.5,,,3,4,4,Have certificate,Full,6.8
Hà Nội,Thanh Trì,Xã Tân Triều,Đường Yên Xá,38,,,,,5,4,4,Have certificate,,5.1
Kiên Giang,Rạch Giá,Phường An Hòa,Dự án Phú Cường,252,10.5,10,Đông - Nam,Đông - Nam,3,3,3,Have certificate,Full,6.8
Kiên Giang,Rạch Giá,Phường An Hòa,Dự án Phú Cường,120,5,21,Tây - Nam,Tây - Nam,3,4,5,Have certificate,,3.1
Hà Nội,Hoàng Mai,Phường Trần Phú,Đường Khuyến Lương,55,4,15,,,3,3,2,Have certificate,,8.3
Hà Nội,Đống Đa,Phường Phương Liên,Phố Kim Hoa,35,1.5,,,,4,3,4,Have certificate,Full,3.75
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Tây Thạnh,52,6,5,,,2,3,2,Have certificate,,3.7
Hà Nội,Hai Bà Trưng,Phường Quỳnh Mai,Phố 8/3,37,,,Đông - Bắc,Đông - Bắc,4,2,3,Have certificate,,5.9
Hồ Chí Minh,Tân Bình,Phường 4,Đường Cách Mạng Tháng Tám,26,,,,,,,,,,8.5
Hà Nội,Ba Đình,Phường Phúc Xá,Đường Tân Ấp,40,4,6,,,5,3,3,Have certificate,Full,9.8
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Tân Hòa Đông,72,4,,,,4,5,5,,,9.05
Hà Nội,Hoàng Mai,Phường Yên Sở,Đường Tam Trinh,53,3.7,10,,,5,5,5,Have certificate,,5.24
Hà Nội,Thanh Xuân,Phường Khương Đình,Phố Khương Hạ,55,4,3,,,5,3,4,Have certificate,Basic,6.5
Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 1,Phố Trần Cung,35,,,,,5,3,,Have certificate,,4.95
Bình Dương,Thuận An,Phường An Phú,Dự án VSIP 1,105,5,,,,,,,,,5.9
Hà Nội,Thanh Trì,Xã Ngọc Hồi,Đường Yên Ngưu,35,,,,,5,4,4,Have certificate,Full,3.6
Hồ Chí Minh,Bình Thạnh,Phường 13,Đường Nơ Trang Long,60,,,,,3,3,3,Have certificate,,5.95
Hồ Chí Minh,Nhà Bè,Xã Hiệp Phước,Đường Nguyễn Văn Tạo,145,,,,,2,7,7,Have certificate,,3.5
Hồ Chí Minh,Hóc Môn,Xã Xuân Thới Thượng,Đường Phan Văn Hớn,180,,,Nam,,2,4,3,Have certificate,,7.35
Thừa Thiên Huế,Huế,Phường An Đông,Đường Lê Minh,108,6,5,Tây - Nam,Tây - Nam,,2,1,Have certificate,Basic,3.2
Hà Nội,Long Biên,#N/A,Phường Thạch Bàn,30,3.95,,,,6,5,5,Have certificate,Basic,4.2
Hà Nội,Hà Đông,Phường Kiến Hưng,Dự án Kiến Hưng,50,4,13,,,4,4,4,Have certificate,Full,8.8
Hồ Chí Minh,Quận 4,Phường 16,Đường Tôn Thất Thuyết,58.6,,5,,,2,,,Have certificate,,6.5
Hồ Chí Minh,Quận 4,Phường 4,Đường Tôn Thất Thuyết,56,6,,,,,,,,,7.9
Đồng Nai,Biên Hòa,#N/A,Phường An Bình,146,5.2,,,,1,1,1,,,3.79
Hà Nội,Thanh Trì,Xã Tam Hiệp,Đường Huỳnh Cung,33,,,Nam,,5,4,3,Have certificate,Full,3.58
Hà Nội,Hoàng Mai,Phường Vĩnh Hưng,Ngõ 37,33,4,,,,5,3,4,Have certificate,Basic,5.2
Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Đường Trần Khát Chân,30,3.2,,,,5,,,Have certificate,,4.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường 48,64,4,6,Đông - Bắc,Đông - Bắc,3,4,5,,,6.8
Hồ Chí Minh,Thủ Đức,Phường Bình Chiểu,Đường Tỉnh lộ 43,83,5,7,Đông - Nam,,3,4,5,Have certificate,,5.5
Hồ Chí Minh,Tân Bình,Phường 14,Đường Trường Chinh,68.6,4.3,5,,,,,,Have certificate,Basic,7.9
Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Giáp Bát,33,3.5,2.5,,,5,3,4,Have certificate,Full,5.74
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Lý Thánh Tông,64,4,8,Bắc,,2,2,2,,,7.1
Khánh Hòa,Nha Trang,Phường Phước Tiến,Đường Trần Bình Trọng,70,6.5,,,,3,4,4,Have certificate,Basic,9
Hồ Chí Minh,Quận 6,Phường 14,Đường Tân Hòa Đông,38,4,4,Nam,Nam,2,2,2,Have certificate,,3.9
Hưng Yên,Văn Giang,Xã Long Hưng,Dự án The Empire - Vinhomes Ocean Park 2,70,5,13,Tây - Bắc,Tây - Bắc,,,,Have certificate,,9.5
Hà Nội,Quận Hà Đông,#N/A,Phường Yên Nghĩa,45,,,,,5,4,,Have certificate,,7
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,Đường Quang Trung,80,4,5,,,,2,2,Have certificate,Full,5.4
Hồ Chí Minh,Bình Chánh,Xã Vĩnh Lộc B,Dự án The Meadow Bình Chánh,105,,,,,,,,Sale contract,,7.8
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Số 5,26,3.5,4,,,2,3,2,Have certificate,Full,2.85
Bình Dương,Thuận An,Phường Thuận Giao,Đường Thuận Giao 3,81.8,,,,,,2,2,Have certificate,,2.65
Hà Nội,Thanh Trì,#N/A,Xã Tam Hiệp,39,,,,,5,3,,Have certificate,Basic,4.05
Hồ Chí Minh,Tân Phú,Phường Phú Thọ Hòa,Đường Phú Thọ Hòa,63,,8,,,1,2,1,Have certificate,,6.2
Hồ Chí Minh,Phú Nhuận,Phường 11,Đường Lê Văn Sỹ,38.8,,4,,,5,5,4,,,5.65
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Phố Hoàng Sâm,35,3.5,,,,2,2,2,,,4
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Huỳnh Tấn Phát,55,5,3,,,2,2,2,Have certificate,,3.6
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông A,350/,48,5,5,,,3,4,3,Have certificate,Full,4.8
Quảng Ninh,Hạ Long,Phường Hùng Thắng,Dự án Lotus Residences (Vạn Liên),100,,,,,4,5,6,Have certificate,Full,7.6
Hà Nội,Thanh Trì,Xã Tân Triều,Đường Yên Xá,45,6,,,,4,,,Have certificate,,5.5
Quảng Ninh,Cẩm Phả,Phường Cẩm Trung,Dự án Green Dragon City,115,,,,,5,,,Have certificate,,6.66
Bình Dương,Dĩ An,Phường Tân Bình,Đường Lê Hồng Phong,69,4.5,12,,,3,4,3,Have certificate,,3.85
Đồng Nai,Biên Hòa,#N/A,Phường An Bình,89,,,,,,3,,,,5.2
Đà Nẵng,Thanh Khê,Phường An Khê,Đường Phan Phu Tiên,74,,5.5,,,4,3,,,,5.15
Long An,Đức Hòa,Xã Mỹ Hạnh Bắc,Dự án Cát Tường Phú Sinh Eco City,56,,,,,,,,,,2
Hà Nội,Long Biên,#N/A,Phường Ngọc Lâm,31,5.9,,,,5,,,,,5.79
Đồng Nai,Biên Hòa,#N/A,Phường An Bình,120,,,,,2,3,,Have certificate,,3.9
Bình Dương,Thuận An,#N/A,Phường Bình Chuẩn,88.8,,4,,,2,2,2,Have certificate,,2.6
Hồ Chí Minh,Thủ Đức,Phường Linh Tây,Đường Kha Vạn Cân,90,5.5,,,,,,,Have certificate,,4.5
Đà Nẵng.,Liên Chiểu,Phường Hòa Hiệp Nam,Đường Xuân Thiều 9,72,4,5.5,Đông - Nam,Đông - Nam,1,1,1,Have certificate,Basic,2.65
Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Nguyễn Thị Thập,68,5.2,4,,,4,5,4,Have certificate,,8.5
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án The Eastern,60,6,,Nam,Nam,,1,1,Have certificate,Basic,2.39
Bình Dương,Thuận An,Phường An Phú,Đường An Phú 17,81,5,9,,,2,3,3,Have certificate,,3.6
Khánh Hòa,Nha Trang,Phường Phước Tiến,45a,41,,20,Tây - Bắc,Tây - Bắc,2,2,2,Have certificate,Full,3.7
Hà Nội,Bắc Từ Liêm,Phường Đức Thắng,Đường Lê Văn Hiến,58,7,5,,,5,9,9,Have certificate,Full,7.7
Hà Nội,Hoài Đức,Xã Kim Chung,Đường Yên Vĩnh,42,,,,,4,4,,Have certificate,,3.8
Hà Nội,Long Biên,Phường Giang Biên,Đường Giang Biên,48.8,4.5,4,,,6,4,4,Have certificate,,7.95
Hồ Chí Minh,Bình Thạnh,Phường 3,Đường Đinh Tiên Hoàng,43,5.3,,,,1,2,1,Have certificate,,6.9
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Thới Hiệp 20,110,5,6,,,2,3,2,Have certificate,Full,5.8
Hồ Chí Minh,Bình Thạnh,Phường 22,Đường Võ Duy Ninh,60,,5,,,1,3,3,Have certificate,,4.5
Hồ Chí Minh,Phú Nhuận,Phường 7,Đường Trần Kế Xương,69,4,,,,3,4,4,Have certificate,Full,5.85
Hồ Chí Minh,Phú Nhuận,Phường 5,Đường Phan Đăng Lưu,54,5,5,,,4,4,4,Have certificate,Full,7.3
Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Dương Văn Bé,34,5,2,,,4,2,3,Have certificate,Full,3.5
Hồ Chí Minh,Bình Thạnh,Phường 13,Đường Nguyên Hồng,16,,,,Đông - Nam,2,1,1,Have certificate,Full,1.6
Hà Nội,Ba Đình,Phường Ngọc Hà,Ngõ 209,34,5.2,3,,,5,4,5,Have certificate,Full,6.99
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Thống Nhất,83,,,,,4,5,5,Have certificate,,7.15
Hà Nội,Đống Đa,Phường Khương Thượng,Đường Trường Chinh,35,4.3,,,,6,,,Have certificate,,7.58
Hồ Chí Minh,Gò Vấp,Phường 5,Hẻm 50,40,,4,,,2,,,,,4.98
Hà Nội,Long Biên,Phường Ngọc Thụy,Đường Ngọc Thụy,35,4,,,,5,,,Have certificate,,3.95
Hồ Chí Minh,Gò Vấp,Phường 1,Đường Trần Quốc Tuấn,75,4.5,3,,,4,3,3,,,7.2
Hồ Chí Minh,Quận 10,Phường 13,Đường Cách Mạng Tháng Tám,44,4,6,,,4,5,6,Have certificate,Full,7.3
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Thới Hiệp 20,52.7,,5,,,2,3,,,,3.45
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Số 4,60,,,,,2,2,2,Have certificate,Full,5.2
Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công Thượng,42,3.8,4,Tây - Nam,Tây - Nam,5,4,3,Have certificate,Full,7.6
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Đường Gò Cát,51,4,5,,,3,3,3,Have certificate,Full,4.5
Hồ Chí Minh,Phú Nhuận,Phường 4,Đường Nguyễn Đình Chiểu,52,3.5,,,,4,4,4,,,7.5
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,112,4,,,,,7,7,Have certificate,,5.5
