Province,District,Ward,Road,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hà Nội,Tây Hồ,Phường Phú Thượng,Ngõ 209,44.0,4.8,2.8,Tây,,5.0,5.0,4.0,Have certificate,Basic,7.4
Hồ Chí Minh,Tân Phú,,Phường Tây Thạnh,40.0,4.0,6.0,,,2.0,2.0,2.0,Have certificate,,3.55
Hà Nội,Thanh Trì,Xã Tả Thanh Oai,Đường Thượng Phúc,38.0,,,,,4.0,,,Have certificate,,3.65
Hồ Chí Minh,Quận 2,Phường Bình Trưng Tây,Hẻm 1/,227.0,,,,,,,,,,9.2
Hà Nội,Ba Đình,Phường Vĩnh Phúc,Đường Hoàng Hoa Thám,30.0,3.2,,,,5.0,,,Have certificate,,4.98
Hồ Chí Minh,Phú Nhuận,Phường 12,Đường Huỳnh Văn Bánh,34.0,,3.5,,,2.0,3.0,,Have certificate,Full,5.2
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường Số 3,100.0,5.0,15.0,,,1.0,3.0,3.0,Have certificate,,9.2
Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Đường 17,118.0,6.5,3.0,Đông,Đông,,2.0,1.0,Have certificate,Basic,8.2
Hà Nội,Tây Hồ,Phường Tứ Liên,Ngõ 28,64.5,4.0,6.0,Nam,Nam,4.0,6.0,4.0,Have certificate,Basic,8.5
Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Đường Lương Thế Vinh,45.0,4.2,,,,5.0,,,Have certificate,,9.5
Hà Nội,Tây Hồ,Phường Tứ Liên,Đường Âu Cơ,55.0,5.8,2.0,,,6.0,,,Have certificate,,10.0
Hải Phòng,Lê Chân,Phường Vĩnh Niệm,Dự án Vinhomes Marina Cầu Rào 2,90.0,,,,,,,,Have certificate,,9.8
Bình Dương,Dĩ An,Phường Đông Hòa,Đường Đông B,60.0,4.0,10.0,,,2.0,3.0,2.0,Have certificate,Full,3.35
Hồ Chí Minh,Bình Tân,Phường An Lạc A,1/,63.0,,4.0,,,3.0,4.0,4.0,Have certificate,Full,6.45
Hà Nội,Hoài Đức,Xã Đức Thượng,Đường Thú Y,80.0,,,Tây - Nam,,5.0,,,,,9.8
Hồ Chí Minh,Phú Nhuận,Phường 7,Đường Phùng Văn Cung,18.0,,,,,3.0,3.0,3.0,Have certificate,Full,3.3
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường Số 17,60.0,8.0,10.0,,,4.0,4.0,5.0,,Basic,7.6
Hồ Chí Minh.,Gò Vấp,Phường 7,Đường Lê Đức Thọ,75.0,5.0,7.0,,,2.0,,,Have certificate,,8.75
Hà Nội,Hoàng Mai,,Phường Giáp Bát,45.0,5.0,,,,5.0,6.0,,Have certificate,Full,6.2
Hồ Chí Minh,Quận 7,Phường Tân Hưng,Đường Trần Xuân Soạn,30.0,,,,,2.0,2.0,2.0,Have certificate,Full,3.2
Đà Nẵng,Cẩm Lệ,,Phường Hòa Xuân,100.0,,,,,3.0,3.0,4.0,,,4.4
Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Ngõ 90,27.0,3.2,3.0,,,4.0,3.0,2.0,Have certificate,Full,4.5
Quảng Ninh,Hạ Long,Phường Bãi Cháy,Dự án Aqua City Hạ Long,91.0,,,,,6.0,,,,,7.0
Hà Nội,Hà Đông,Phường Phú Lương,Tổ 9,31.0,,,,,5.0,3.0,3.0,Have certificate,Basic,3.7
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Tên Lửa,50.0,,,,,2.0,2.0,2.0,Have certificate,,4.1
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Mega Village,75.0,5.0,12.0,,,3.0,3.0,3.0,Have certificate,Full,7.2
Bình Dương,Thuận An,Phường An Phú,Dự án Uni Mall Center,64.1,5.0,13.0,,,3.0,4.0,4.0,Have certificate,Basic,3.1
Quảng Ninh,Hạ Long,Phường Bãi Cháy,Dự án Grand Bay Town House,105.0,6.5,10.0,,,4.0,,,Sale contract,,8.0
Hà Nội,Long Biên,,Phường Việt Hưng,35.0,4.0,,,,5.0,3.0,,Have certificate,Basic,4.5
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa,Hẻm 616,55.0,4.5,7.0,Đông,Đông,4.0,4.0,4.0,Have certificate,Full,5.8
Hà Nội,Đống Đa,Phường Trung Liệt,Phố Thái Hà,38.0,4.38,,,,4.0,3.0,,Have certificate,,7.9
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Nguyễn Thị Út,68.8,,5.0,,,,2.0,1.0,Have certificate,,2.6
Hà Nội,Đống Đa,Phường Cát Linh,Đường Cát Linh,65.0,4.0,,,,5.0,3.0,3.0,,,7.0
Hồ Chí Minh,Thủ Đức,Phường Phước Long B,Đường Dương Đình Hội,67.2,4.0,6.0,,,4.0,5.0,6.0,Have certificate,,8.3
Hồ Chí Minh,Hóc Môn,Xã Trung Chánh,Đường Trung Chánh,202.0,13.0,10.0,,,1.0,6.0,5.0,Have certificate,Full,9.0
Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Trần Phú,45.0,,,,,6.0,,,Have certificate,,8.8
Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Đường Thạnh Lộc 47,50.6,,,Đông,,3.0,4.0,4.0,Have certificate,Full,4.9
Hồ Chí Minh,Gò Vấp,Phường 16,Đường Nguyễn Văn Lượng,42.0,6.0,5.0,,,4.0,3.0,3.0,Have certificate,Full,6.5
Hồ Chí Minh,Quận 7,Phường Tân Thuận Tây,Hẻm 102,53.4,4.45,4.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Basic,4.95
Đồng Nai,Vĩnh Cửu,Xã Bình Hòa,Đường 768,104.0,5.0,6.0,,,2.0,2.0,2.0,Have certificate,Basic,1.95
Hà Nội,Ba Đình,Phường Vĩnh Phúc,Đường Hoàng Hoa Thám,41.0,,,,,4.0,4.0,,Have certificate,,6.9
Hà Nội,Thanh Xuân,Phường Thượng Đình,Ngõ 129,45.0,,,,,5.0,9.0,9.0,Have certificate,Full,7.5
Đà Nẵng,Sơn Trà,Phường An Hải Bắc,Phố Phó Đức Chính,92.4,,7.5,Đông - Nam,,2.0,3.0,2.0,Have certificate,Full,5.75
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Hiệp Thành 35,40.8,4.0,8.0,Tây - Bắc,Tây - Bắc,2.0,2.0,2.0,Have certificate,Full,3.5
Hồ Chí Minh,Tân Bình,Phường 15,Đường Trần Thái Tông,48.0,,10.0,,,2.0,2.0,2.0,,,5.49
Khánh Hòa,Ninh Hòa,Phường Ninh Hà,21,150.0,6.0,20.0,Đông - Nam,Đông - Nam,,,,,,2.5
Đà Nẵng,Hải Châu,Phường Hòa Thuận Tây,Đường Lê Đình Lý,40.0,4.0,5.0,,,2.0,2.0,2.0,Have certificate,Full,2.55
Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Đường Tô Ký,100.0,5.0,6.0,,,2.0,3.0,3.0,Have certificate,Full,5.5
Hồ Chí Minh,Quận 9,Phường Phước Long B,Đường 339,115.0,6.0,18.0,Bắc,,,2.0,2.0,Have certificate,Basic,9.5
Hải Phòng,Hồng Bàng,Phường Hạ Lý,Đường Thế Lữ,40.0,4.0,9.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,5.85
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Lê Văn Khương,51.0,4.0,4.0,Tây - Nam,Tây - Nam,4.0,4.0,4.0,Have certificate,Basic,4.7
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Đông Quan,35.0,,,,,6.0,3.0,,Have certificate,Full,6.6
Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Tân Thới Hiệp 21,35.0,3.0,3.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Full,2.78
Hồ Chí Minh,Tân Phú,Phường Tây Thạnh,Đường Nguyễn Hữu Tiến,62.0,4.0,5.0,,,4.0,4.0,4.0,Have certificate,,6.35
Hồ Chí Minh,Quận 8,Phường 5,Đường Bùi Minh Trực,60.0,4.0,3.0,,,2.0,4.0,3.0,Have certificate,,5.58
Khánh Hòa,Nha Trang,Phường Tân Lập,Đường Trịnh Phong,86.4,3.57,14.0,Tây - Nam,,3.0,4.0,3.0,Have certificate,Basic,9.0
Hà Nội,Hoài Đức,Xã An Khánh,Đường Nam Yên Lũng,32.0,,,Đông,,5.0,3.0,4.0,Have certificate,,3.85
Hà Nội,Hà Đông,Phường Phú La,Đường Văn Phú,40.0,4.2,8.0,Đông - Bắc,,5.0,3.0,3.0,,,8.2
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường N1,300.0,10.0,16.0,Bắc,Bắc,,9.0,9.0,Have certificate,Basic,6.5
Khánh Hòa,Nha Trang,Phường Phước Tân,Phố Trần Nguyên Hãn,78.0,4.2,13.0,Nam,,2.0,2.0,2.0,Have certificate,Full,6.0
Hồ Chí Minh,Quận 6,Phường 13,Đường Bà Hom,95.0,6.5,6.0,,,,,,,,7.2
Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Vương Thừa Vũ,50.0,8.0,6.0,,,4.0,,,Have certificate,Full,10.0
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Chiêu Liêu,65.0,,,,,2.0,3.0,2.0,Have certificate,,3.3
Hà Nội,Hà Đông,,Phường Yên Nghĩa,51.0,4.0,6.0,,,1.0,1.0,1.0,Have certificate,,7.4
Bình Dương,Dĩ An,Phường Tân Bình,Đường Tân Hiệp,275.0,,6.0,,,2.0,3.0,2.0,Have certificate,,2.85
Hải Phòng,Lê Chân,Phường Kênh Dương,Dự án Khu nhà ở thương mại Nguyễn Tất Tố,68.0,6.0,7.0,Tây - Nam,Tây - Nam,4.0,5.0,4.0,Have certificate,,9.3
Hồ Chí Minh,Thủ Đức,Phường Linh Chiểu,Đường Số 19,85.0,45.0,5.0,,,5.0,8.0,8.0,Have certificate,Full,8.0
Cần Thơ,Bình Thủy,Phường Long Tuyền,Đường Xuân Hồng,105.0,5.0,,Đông - Bắc,Đông - Bắc,3.0,3.0,,Have certificate,,4.5
Bình Dương,Tân Uyên,Xã Vĩnh Tân,Dự án Sun Casa Central,168.0,,,,,,,,,,5.11
Bắc Ninh,Từ Sơn,Xã Phù Chẩn,Dự án Centa City,135.0,9.0,13.0,Nam,Nam,3.0,4.0,5.0,Have certificate,,7.55
Đồng Nai,Vĩnh Cửu,Xã Thạnh Phú,Đường Hương Lộ 6,109.0,5.5,5.0,Đông - Bắc,Đông - Bắc,2.0,3.0,2.0,Have certificate,Full,1.95
Hồ Chí Minh,Quận 1,Phường Tân Định,Đường Trần Khắc Chân,52.0,4.0,15.0,Tây,,4.0,3.0,4.0,Have certificate,Full,8.5
Hồ Chí Minh,Quận 12,Phường Thới An,Đường Thới An 06,72.0,4.0,4.0,,,2.0,3.0,2.0,Have certificate,Full,3.8
Hà Nội,Bắc Từ Liêm,Phường Xuân Đỉnh,Đường Phạm Văn Đồng,31.0,3.6,,,,5.0,6.0,4.0,Have certificate,Basic,4.95
Nam Định,Nam Định,Phường Văn Miếu,Đường Trần Huy Liệu,46.6,,,,,3.0,3.0,2.0,Have certificate,,1.72
Hà Nội,Thanh Xuân,Phường Nhân Chính,Trinity Tower,105.0,,,,,,,,,,9.41
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,322,35.0,4.0,,,,5.0,,,,,5.5
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Tô Hiệu,50.0,4.0,30.0,,,1.0,1.0,1.0,Have certificate,,7.7
Hồ Chí Minh,Bình Tân,,Phường An Lạc,49.5,4.5,7.0,Đông - Nam,,4.0,3.0,4.0,,,6.2
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Tăng Bạt Hổ,42.0,,,,,,3.0,3.0,Have certificate,Full,6.25
Hà Nội,Long Biên,,Phường Việt Hưng,55.0,,,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Basic,5.5
Hồ Chí Minh,Bình Tân,,Phường Bình Trị Đông,48.0,4.0,10.0,,,3.0,4.0,5.0,Have certificate,Full,5.8
Hà Nội,Gia Lâm,Xã Kiêu Kỵ,Đường Kiêu Kỵ,45.0,4.2,5.0,,,2.0,,,Have certificate,,3.5
Hà Nội,Long Biên,Phường Bồ Đề,Đường Nguyễn Văn Cừ,45.0,,,Đông - Nam,,5.0,2.0,4.0,Have certificate,Full,9.5
Hà Nội,Tây Hồ,Phường Xuân La,Ngõ 38,55.0,,,,,5.0,4.0,4.0,Have certificate,Full,9.8
Bến Tre,Chợ Lách,Xã Long Thới,Huyện Lộ 38,133.0,5.0,4.0,Tây - Bắc,,1.0,3.0,1.0,Have certificate,Basic,1.15
Hồ Chí Minh.,Bình Chánh,Xã Vĩnh Lộc B,Dự án The Meadow Bình Chánh,85.0,15.0,6.0,Đông,Đông,2.0,3.0,2.0,Have certificate,Basic,3.7
Hà Nội,Bắc Từ Liêm,,Phường Minh Khai,56.0,,,,,5.0,5.0,5.0,Have certificate,Full,6.0
Hồ Chí Minh,Tân Phú,,Phường Sơn Kỳ,48.0,4.0,4.0,,,3.0,3.0,3.0,Have certificate,Basic,4.3
Hà Nội,Hai Bà Trưng,,Phường Minh Khai,32.0,3.3,,,,4.0,3.0,4.0,Have certificate,Full,5.8
Hồ Chí Minh,Bình Chánh,Xã Vĩnh Lộc B,Dự án The Meadow Bình Chánh,90.0,,,,,3.0,4.0,5.0,Sale contract,,6.9
Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Ngõ 89,60.0,,,,,,,,Have certificate,Full,8.2
Hồ Chí Minh,Quận 2,Phường Bình Trưng Tây,Đường Lê Văn Thịnh,52.0,,4.0,Đông,,,5.0,5.0,Have certificate,Full,6.6
Hồ Chí Minh,Quận 12,,Phường Tân Thới Hiệp,48.0,4.0,5.0,,,2.0,,,Have certificate,,3.3
Hồ Chí Minh,Gò Vấp,Phường 14,Đường Quang Trung,55.0,,6.0,,,3.0,4.0,4.0,Have certificate,Full,6.7
Bình Dương,Thủ Dầu Một,Phường Định Hòa,Dự án Becamex Định Hòa,57.0,5.0,12.0,,,1.0,2.0,1.0,Have certificate,Full,1.22
Bình Dương,Phú Giáo,Thị trấn Phước Vĩnh,Đường 19/5,280.0,10.0,15.0,,,1.0,2.0,1.0,Have certificate,,5.1
Hà Nội,Hà Đông,,Phường Yên Nghĩa,38.0,,,,,,,,Have certificate,,5.1
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Tân Hương,64.0,4.0,6.0,,,1.0,,,Have certificate,,6.6
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường 4,34.0,,,,,2.0,2.0,2.0,Have certificate,,3.35
Hồ Chí Minh,Phú Nhuận,Phường 7,Đường Nguyễn Công Hoan,40.0,4.0,,,,4.0,4.0,5.0,Have certificate,,7.3
Khánh Hòa,Nha Trang,Phường Phước Long,Đường Thích Quảng Đức,97.0,5.0,18.0,,,3.0,3.0,4.0,Have certificate,Full,8.3
Hà Nội,Đống Đa,Phường Khương Thượng,Đường Tam Khương,45.0,5.0,,,,4.0,3.0,3.0,Have certificate,Full,6.9
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Chánh,Đường 48,44.8,,,,,,2.0,2.0,,,1.6
Hồ Chí Minh,Quận 8,Phường 2,Đường Tạ Quang Bửu,47.0,4.0,3.5,,,3.0,5.0,5.0,Have certificate,,6.28
Hải Phòng,Hồng Bàng,Phường Hùng Vương,Dự án Him Lam Hùng Vương,48.0,4.0,10.0,Nam,,4.0,4.0,3.0,Have certificate,Basic,3.0
Hà Nam,Kim Bảng,Thị trấn Ba Sao,Dự án Flamingo Golden Hill,105.0,7.0,15.0,Đông,Đông,4.0,6.0,4.0,Have certificate,Basic,6.7
Hồ Chí Minh,Quận 10,Phường 2,Đường Trần Nhân Tôn,28.1,29.0,15.0,Đông - Bắc,Đông - Bắc,3.0,3.0,3.0,Have certificate,Basic,9.5
Hà Nội,Bắc Từ Liêm,Phường Liên Mạc,Đường Hoàng Liên,45.0,6.0,4.0,,,5.0,3.0,4.0,Have certificate,Basic,4.9
Hồ Chí Minh,Nhà Bè,Xã Nhơn Đức,Đường Nguyễn Bình,42.0,,,,,3.0,4.0,3.0,Have certificate,Basic,2.3
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Gò Dầu,34.0,,,,,3.0,3.0,3.0,Have certificate,,4.7
Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,Phố Cầu Cốc,40.0,4.0,3.0,,,4.0,4.0,4.0,Have certificate,Basic,4.2
Hà Nội,Hoài Đức,,Xã Di Trạch,35.0,,,,,5.0,,,,,3.6
Bình Phước,Đồng Xoài,Xã Tiến Hưng,Dự án KĐT Cát Tường Phú Hưng,125.0,,28.0,Bắc,Bắc,2.0,2.0,2.0,Have certificate,,2.9
Hồ Chí Minh,Gò Vấp,Phường 6,Đường Số 28,76.0,,,,,4.0,3.0,4.0,Have certificate,Full,8.5
Hà Nội,Cầu Giấy,,Phường Mai Dịch,50.0,,,,,,,,,,9.0
Hồ Chí Minh,Quận 9,Phường Phú Hữu,Dự án Căn hộ Ricca Quận 9,120.0,,,,,3.0,2.0,2.0,Have certificate,Basic,5.5
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Trần Quý Cáp,51.1,4.0,3.0,,,2.0,3.0,2.0,Have certificate,Full,5.69
Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Đình Thôn,52.0,,,,,4.0,3.0,4.0,Have certificate,,7.5
Hà Nội,Thanh Xuân,Phường Khương Đình,Đường Khương Đình,30.0,3.6,2.5,,,4.0,5.0,4.0,Have certificate,Basic,6.15
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông,Đường Tân Hòa Đông,38.0,,5.0,Đông,,2.0,3.0,2.0,Have certificate,Basic,3.93
Hà Nội,Đống Đa,Phường Quang Trung,Đường Tây Sơn,34.0,5.5,2.5,,,6.0,4.0,4.0,Have certificate,Full,6.68
Hà Nội,Hoài Đức,Xã An Khánh,Đường Yên Lũng,34.0,4.0,,Đông - Bắc,,5.0,4.0,4.0,Have certificate,,3.8
Hồ Chí Minh,Tân Phú,Phường Phú Thạnh,Đường Trần Thủ Độ,75.6,,13.0,,,,1.0,1.0,Have certificate,Full,7.5
Hà Nội,Hoàng Mai,Phường Định Công,Đường Định Công Thượng,50.0,4.6,4.0,Đông - Nam,,5.0,5.0,5.0,Have certificate,,6.8
Long An,Bến Lức,Xã Phước Lợi,Đường Bờ Cua,177.0,5.0,8.0,,,2.0,5.0,5.0,Have certificate,Basic,2.95
Hà Nội,Ba Đình,,Phường Đội Cấn,45.0,,,,,4.0,4.0,,Have certificate,,6.3
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Tăng Bạt Hổ,45.0,,,,,2.0,2.0,3.0,,,4.05
Hà Nội,Thanh Xuân,Phường Nhân Chính,Dự án Trinity Tower,52.0,5.0,17.0,Tây - Nam,Đông - Nam,,,,Sale contract,Basic,1.99
Hồ Chí Minh,Gò Vấp,Phường 12,Đường Nguyễn Duy Cung,90.0,,,,,3.0,3.0,3.0,Have certificate,,8.2
Bình Dương,Dĩ An,Phường Tân Bình,Đường Huỳnh Thị Tươi,60.0,,,,,3.0,3.0,3.0,Have certificate,Full,4.2
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Dịch Vọng,54.0,4.0,4.5,,,4.0,4.0,3.0,Have certificate,Full,8.9
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Liên khu 4-5,36.0,4.0,7.0,,,3.0,4.0,3.0,Have certificate,Full,2.48
Hồ Chí Minh,Gò Vấp,Phường 6,496/32/,65.0,,6.0,,,4.0,8.0,8.0,Have certificate,Full,8.3
Đà Nẵng,Quận Thanh Khê,Phường Thanh Khê Tây,Đường Vũ Quỳnh,75.0,5.0,5.5,Tây - Nam,Tây - Nam,3.0,3.0,2.0,Have certificate,,4.85
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,585,50.0,6.0,,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,7.25
Hà Nội,Đống Đa,,Phố Khâm Thiên,40.0,,,,,5.0,,,Have certificate,Full,7.4
Hải Phòng,Hải An,Phường Đằng Lâm,Đường Ngô Gia Tự,60.0,4.0,4.0,Đông,Đông,4.0,4.0,4.0,Have certificate,Basic,5.1
Hồ Chí Minh,Tân Bình,Phường 14,Đường Trường Chinh,80.0,4.0,5.0,,,3.0,4.0,5.0,,Basic,8.9
Hồ Chí Minh,Tân Bình,Phường 15,Đường Phan Huy Ích,45.0,3.0,7.0,Đông - Bắc,,2.0,2.0,2.0,Have certificate,Full,4.55
Hà Nội,Thanh Xuân,,Phường Kim Giang,50.0,,,,,5.0,8.0,8.0,Have certificate,Full,8.6
Hà Nội,Cầu Giấy,Phường Mai Dịch,Phố Doãn Kế Thiện,46.0,3.3,3.0,Tây - Bắc,,6.0,6.0,6.0,Have certificate,Full,9.6
Khánh Hòa,Nha Trang,Phường Vĩnh Hải,Phố Đặng Tất,97.0,4.0,7.0,Nam,,2.0,3.0,,Have certificate,Basic,6.8
Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Dự án Hiệp Thành City,80.0,5.0,9.0,,,3.0,4.0,3.0,Have certificate,Basic,6.5
Hà Nội,Hà Đông,Phường La Khê,Ngõ 148,35.0,,,,,,,,,,6.5
Hà Nội,Đan Phượng,,Xã Đồng Tháp,47.0,5.0,3.0,Đông - Nam,,3.0,3.0,2.0,Have certificate,Basic,2.95
Hồ Chí Minh,Tân Phú,Phường Tân Quý,Đường Dương Văn Dương,64.0,4.1,6.0,Tây,Tây,3.0,4.0,3.0,Have certificate,Basic,5.68
Hà Nội,Ba Đình,Phường Liễu Giai,Đường Văn Cao,32.0,,,,,7.0,3.0,5.0,Have certificate,Full,9.7
Đà Nẵng,Sơn Trà,Phường An Hải Đông,Đường Lê Hữu Trác,74.0,7.0,4.0,,,1.0,2.0,2.0,Have certificate,Basic,2.99
Hồ Chí Minh,Gò Vấp,Phường 7,Đường Nguyễn Văn Nghi,68.0,,,,,3.0,4.0,3.0,Have certificate,Full,8.38
Hồ Chí Minh,Bình Thạnh,Phường 7,Đường Hoàng Hoa Thám,36.0,3.5,3.0,,,2.0,2.0,2.0,Have certificate,Full,4.9
Bình Dương,Dĩ An,Phường Bình An,Đường Bình Thung,169.7,9.5,12.0,Nam,Nam,2.0,3.0,3.0,Have certificate,Basic,7.0
Bình Dương,Dĩ An,Phường Dĩ An,Phố Phan Đăng Lưu,68.0,,,,,,,,,,3.15
Hồ Chí Minh,Tân Phú,Phường Tân Thành,Đường Âu Cơ,72.0,,,,,2.0,4.0,4.0,,,6.6
Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Đường Trần Khát Chân,30.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.6
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa B,Đường Liên khu 4-5,50.0,,7.0,,,4.0,4.0,4.0,Have certificate,Full,4.7
Bình Dương,Dĩ An,Phường Đông Hòa,Dự án Bcons Plaza,52.0,,,,,,,,Have certificate,,3.35
Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Võ Chí Công,31.0,3.4,3.0,Tây - Bắc,Tây,5.0,3.0,4.0,Have certificate,Full,5.95
Hồ Chí Minh,Thủ Đức,Phường Trường Thọ,Đường 11,100.0,,,,,3.0,4.0,3.0,Have certificate,Full,7.9
Đà Nẵng,Thanh Khê,Phường Xuân Hà,Đường Lê Độ,43.0,4.3,,,,4.0,2.0,3.0,Have certificate,Full,3.43
Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Yên Hòa,50.0,4.5,,,,4.0,4.0,,Have certificate,Full,7.3
Hồ Chí Minh,Thủ Đức,Phường Hiệp Bình Phước,Đường Quốc Lộ 13,37.0,3.0,,Đông - Nam,,2.0,2.0,2.0,Have certificate,,2.85
Hà Nội,Thanh Trì,Xã Tân Triều,Đường Yên Xá,30.0,4.0,4.0,,,5.0,3.0,4.0,Have certificate,Basic,5.1
Hà Nội,Tây Hồ,Phường Nhật Tân,Đường Âu Cơ,30.0,,,,,6.0,,,,,5.45
Hồ Chí Minh,Gò Vấp,Phường 11,Đường Nguyễn Văn Khối,52.0,,,,,4.0,4.0,5.0,Have certificate,,7.0
Bình Dương,Thủ Dầu Một,Phường Hiệp Thành,Đường Số 9,128.0,,,,,,,,,,4.5
Hồ Chí Minh,Bình Tân,Phường Bình Trị Đông B,Đường Số 1A,84.0,4.0,12.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Full,9.5
Hà Nội,Hà Đông,Phường Yên Nghĩa,Đường Hòa Bình,30.0,,,,,4.0,5.0,4.0,Have certificate,Basic,2.68
Hồ Chí Minh,Tân Bình,Phường 10,Đường Trần Văn Quang,52.0,,,,,2.0,3.0,2.0,Have certificate,Full,5.2
Đà Nẵng,Liên Chiểu,Phường Hòa Khánh Nam,Đường Hoàng Văn Thái,186.0,10.0,4.0,,,2.0,4.0,4.0,Have certificate,Full,8.0
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú B,Đường 2,125.0,5.0,,,,,2.0,2.0,Have certificate,,6.9
Hồ Chí Minh,Bình Thạnh,Phường 11,Đường Tăng Bạt Hổ,42.4,9.0,6.0,,,3.0,3.0,3.0,Have certificate,Full,6.25
Hồ Chí Minh,Quận 6,Phường 2,Đường Trần Trung Lập,35.0,3.5,,,,5.0,4.0,4.0,,,9.8
Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,Đường 210,85.0,5.4,,,,,,,,,4.9
Đồng Nai,Biên Hòa,Phường An Bình,Đường Hàn Thuyên,50.1,,,,,,1.0,1.0,,,2.0
Hải Phòng,Lê Chân,Phường Kênh Dương,Ngõ 109,91.0,4.9,2.5,Tây - Bắc,,,3.0,2.0,Have certificate,Basic,2.9
Hồ Chí Minh,Tân Bình,Phường 10,Đường Cách Mạng Tháng Tám,40.0,,,,,5.0,7.0,5.0,Have certificate,Full,6.35
Hà Nội,Ba Đình,Phường Kim Mã,Phố Vạn Phúc,45.0,4.0,,Tây,Tây,4.0,3.0,3.0,Have certificate,Full,6.3
Hà Nội,Hoàng Mai,,Phường Hoàng Văn Thụ,50.0,8.6,,,,5.0,,,Have certificate,Basic,5.45
Bình Dương,Dĩ An,Phường Tân Đông Hiệp,Đường Chiêu Liêu,61.0,4.5,7.0,Đông - Bắc,,2.0,3.0,2.0,Have certificate,Full,3.2
Hà Nội,Bắc Từ Liêm,Phường Thụy Phương,Đường Thụy Phương,34.0,5.3,,,,5.0,3.0,4.0,Have certificate,Full,5.7
Hà Nội,Hà Đông,Phường Phú La,Đường Quang Trung,45.0,3.7,3.0,Tây,Tây,4.0,4.0,3.0,Have certificate,Basic,6.1
Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Thanh Bình,40.0,4.6,,,,,,,Have certificate,,9.9
Hồ Chí Minh,Bình Tân,Phường Bình Hưng Hòa A,Đường Mã Lò,56.0,4.0,6.0,Tây - Bắc,Tây - Bắc,3.0,3.0,3.0,Have certificate,Full,4.5
Khánh Hòa,Nha Trang,Phường Vĩnh Hòa,Đường Mai Xuân Thưởng,45.8,5.0,3.0,,,1.0,2.0,2.0,Have certificate,Full,2.59
Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Cầu Đơ,35.0,4.0,3.0,Tây - Nam,,4.0,4.0,4.0,Have certificate,Basic,7.6
